Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
5101,Open,Left,Focus,Center,Straight Front Ahead,Straight
5102,Open,Left,Focus,Center,Straight Front Ahead,Straight
5103,Open,Left,Focus,Center,Straight Front Ahead,Straight
5104,Open,Left,Focus,Center,Straight Front Ahead,Straight
5105,Open,Left,Focus,Center,Straight Front Ahead,Straight
5106,Open,Left,Focus,Center,Straight Front Ahead,Straight
5107,Open,Left,Focus,Center,Straight Front Ahead,Straight
5108,Open,Left,Focus,Center,Straight Front Ahead,Straight
5109,Open,Left,Focus,Center,Straight Front Ahead,Straight
5110,Open,Left,Focus,Center,Straight Front Ahead,Straight
5111,Open,Left,Focus,Center,Straight Front Ahead,Straight
5112,Open,Left,Focus,Center,Straight Front Ahead,Straight
5113,Open,Left,Focus,Center,Straight Front Ahead,Straight
5114,Open,Left,Focus,Center,Straight Front Ahead,Straight
5115,Open,Left,Focus,Center,Straight Front Ahead,Straight
5116,Open,Left,Focus,Center,Straight Front Ahead,Straight
5117,Open,Left,Focus,Center,Straight Front Ahead,Straight
5118,Open,Left,Focus,Center,Straight Front Ahead,Straight
5119,Open,Left,Focus,Center,Straight Front Ahead,Straight
5120,Open,Left,Focus,Center,Straight Front Ahead,Straight
5121,Open,Left,Focus,Center,Straight Front Ahead,Straight
5122,Open,Left,Focus,Center,Straight Front Ahead,Straight
5123,Open,Left,Focus,Center,Straight Front Ahead,Straight
5124,Open,Left,Focus,Center,Straight Front Ahead,Straight
5125,Open,Left,Focus,Center,Straight Front Ahead,Straight
5126,Open,Left,Focus,Center,Straight Front Ahead,Straight
5127,Open,Center,Focus,Center,Straight Front Ahead,Straight
5128,Open,Left,Focus,Center,Straight Front Ahead,Straight
5129,Open,Center,Focus,Center,Straight Front Ahead,Straight
5130,Open,Center,Focus,Center,Straight Front Ahead,Straight
5131,Open,Center,Focus,Center,Straight Front Ahead,Straight
5132,Open,Left,Focus,Center,Straight Front Ahead,Straight
5133,Open,Left,Focus,Center,Straight Front Ahead,Straight
5134,Open,Center,Focus,Center,Straight Front Ahead,Straight
5135,Open,Left,Focus,Center,Straight Front Ahead,Straight
5136,Open,Left,Focus,Center,Straight Front Ahead,Straight
5137,Open,Left,Focus,Center,Straight Front Ahead,Straight
5138,Open,Center,Focus,Center,Straight Front Ahead,Straight
5139,Open,Left,Focus,Center,Straight Front Ahead,Straight
5140,Open,Left,Focus,Center,Straight Front Ahead,Straight
5141,Open,Left,Focus,Center,Straight Front Ahead,Straight
5142,Open,Center,Focus,Center,Straight Front Ahead,Straight
5143,Open,Left,Focus,Center,Straight Front Ahead,Straight
5144,Open,Left,Focus,Center,Straight Front Ahead,Straight
5145,Open,Center,Focus,Center,Straight Front Ahead,Straight
5146,Open,Center,Focus,Center,Straight Front Ahead,Straight
5147,Open,Center,Focus,Center,Straight Front Ahead,Straight
5148,Open,Left,Focus,Center,Straight Front Ahead,Straight
5149,Open,Left,Focus,Center,Straight Front Ahead,Straight
5150,Open,Left,Focus,Center,Straight Front Ahead,Straight
5151,Open,Center,Focus,Center,Straight Front Ahead,Straight
5152,Open,Center,Focus,Center,Straight Front Ahead,Straight
5153,Open,Center,Focus,Center,Straight Front Ahead,Straight
5154,Open,Center,Focus,Center,Straight Front Ahead,Straight
5155,Open,Center,Focus,Center,Straight Front Ahead,Straight
5156,Open,Center,Focus,Center,Straight Front Ahead,Straight
5157,Open,Left,Focus,Center,Straight Front Ahead,Straight
5158,Open,Left,Focus,Center,Straight Front Ahead,Straight
5159,Open,Center,Focus,Center,Straight Front Ahead,Straight
5160,Open,Center,Focus,Center,Straight Front Ahead,Straight
5161,Open,Left,Focus,Center,Straight Front Ahead,Straight
5162,Open,Left,Focus,Center,Straight Front Ahead,Straight
5163,Open,Left,Focus,Center,Straight Front Ahead,Straight
5164,Open,Left,Focus,Center,Straight Front Ahead,Straight
5165,Open,Center,Focus,Center,Straight Front Ahead,Straight
5166,Open,Center,Focus,Center,Straight Front Ahead,Straight
5167,Open,Center,Focus,Center,Straight Front Ahead,Straight
5168,Open,Center,Focus,Center,Straight Front Ahead,Straight
5169,Open,Center,Focus,Center,Straight Front Ahead,Straight
5170,Open,Center,Focus,Center,Straight Front Ahead,Straight
5171,Open,Center,Focus,Center,Straight Front Ahead,Straight
5172,Open,Center,Focus,Center,Straight Front Ahead,Straight
5173,Open,Left,Focus,Center,Straight Front Ahead,Straight
5174,Open,Center,Focus,Center,Straight Front Ahead,Straight
5175,Open,Left,Focus,Center,Straight Front Ahead,Straight
5176,Open,Left,Focus,Center,Straight Front Ahead,Straight
5177,Open,Center,Focus,Center,Straight Front Ahead,Straight
5178,Open,Center,Focus,Center,Straight Front Ahead,Straight
5179,Open,Left,Focus,Center,Straight Front Ahead,Straight
5180,Open,Left,Focus,Center,Straight Front Ahead,Straight
5181,Open,Center,Focus,Center,Straight Front Ahead,Straight
5182,Open,Center,Focus,Center,Straight Front Ahead,Straight
5183,Open,Center,Focus,Center,Straight Front Ahead,Straight
5184,Open,Center,Focus,Center,Straight Front Ahead,Straight
5185,Open,Center,Focus,Center,Straight Front Ahead,Straight
5186,Open,Center,Focus,Center,Straight Front Ahead,Straight
5187,Open,Center,Focus,Center,Straight Front Ahead,Straight
5188,Open,Center,Focus,Center,Straight Front Ahead,Straight
5189,Open,Center,Focus,Center,Straight Front Ahead,Straight
5190,Open,Center,Focus,Center,Straight Front Ahead,Straight
5191,Open,Center,Focus,Center,Straight Front Ahead,Straight
5192,Open,Center,Focus,Center,Straight Front Ahead,Straight
5193,Open,Center,Focus,Center,Straight Front Ahead,Straight
5194,Open,Center,Focus,Center,Straight Front Ahead,Straight
5195,Open,Center,Focus,Center,Straight Front Ahead,Straight
5196,Open,Center,Focus,Center,Straight Front Ahead,Straight
5197,Open,Center,Focus,Center,Straight Front Ahead,Straight
5198,Open,Center,Focus,Center,Straight Front Ahead,Straight
5199,Open,Center,Focus,Center,Straight Front Ahead,Straight
5200,Open,Center,Focus,Center,Straight Front Ahead,Straight
5201,Open,Center,Focus,Center,Straight Front Ahead,Straight
5202,Open,Center,Focus,Center,Straight Front Ahead,Straight
5203,Open,Center,Focus,Center,Straight Front Ahead,Straight
5204,Open,Center,Focus,Center,Straight Front Ahead,Straight
5205,Closed,Right,Distracted,Center,Front Tilt,Straight
5206,Closed,Center,Distracted,Center,Front Tilt,Straight
5207,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
5208,Closed,Right,Distracted,Center,Front Tilt,Straight
5209,Open,Center,Focus,Center,Straight Front Ahead,Straight
5210,Open,Right,Focus,Center,Straight Front Ahead,Straight
5211,Open,Right,Focus,Center,Straight Front Ahead,Straight
5212,Open,Right,Focus,Center,Straight Front Ahead,Straight
5213,Open,Right,Focus,Center,Straight Front Ahead,Straight
5214,Open,Right,Focus,Center,Straight Front Ahead,Straight
5215,Open,Right,Focus,Center,Straight Front Ahead,Straight
5216,Open,Right,Focus,Center,Straight Front Ahead,Straight
5217,Open,Center,Focus,Center,Straight Front Ahead,Straight
5218,Open,Center,Focus,Center,Straight Front Ahead,Straight
5219,Open,Center,Focus,Center,Straight Front Ahead,Straight
5220,Open,Center,Focus,Center,Straight Front Ahead,Straight
5221,Open,Center,Focus,Center,Straight Front Ahead,Straight
5222,Open,Right,Focus,Center,Straight Front Ahead,Straight
5223,Open,Right,Focus,Center,Straight Front Ahead,Straight
5224,Open,Center,Focus,Center,Straight Front Ahead,Straight
5225,Open,Center,Focus,Center,Straight Front Ahead,Straight
5226,Open,Center,Focus,Center,Straight Front Ahead,Straight
5227,Open,Center,Focus,Center,Straight Front Ahead,Straight
5228,Open,Center,Focus,Center,Straight Front Ahead,Straight
5229,Open,Center,Focus,Center,Straight Front Ahead,Straight
5230,Open,Center,Focus,Center,Straight Front Ahead,Straight
5231,Open,Right,Focus,Center,Straight Front Ahead,Straight
5232,Open,Right,Focus,Center,Straight Front Ahead,Straight
5233,Open,Center,Focus,Center,Straight Front Ahead,Straight
5234,Open,Right,Focus,Center,Straight Front Ahead,Straight
5235,Open,Center,Focus,Center,Straight Front Ahead,Straight
5236,Open,Center,Focus,Center,Straight Front Ahead,Straight
5237,Open,Center,Focus,Center,Straight Front Ahead,Straight
5238,Open,Center,Focus,Center,Straight Front Ahead,Straight
5239,Open,Center,Focus,Center,Straight Front Ahead,Straight
5240,Open,Center,Focus,Center,Straight Front Ahead,Straight
5241,Open,Center,Focus,Center,Straight Front Ahead,Straight
5242,Open,Center,Focus,Center,Straight Front Ahead,Straight
5243,Open,Center,Focus,Center,Straight Front Ahead,Straight
5244,Open,Center,Focus,Center,Straight Front Ahead,Straight
5245,Open,Center,Focus,Center,Straight Front Ahead,Straight
5246,Open,Center,Focus,Center,Straight Front Ahead,Straight
5247,Open,Center,Focus,Center,Straight Front Ahead,Straight
5248,Open,Center,Focus,Center,Straight Front Ahead,Straight
5249,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
5250,Closed,Center,Distracted,Center,Front Tilt,Straight
5251,Closed,Center,Distracted,Center,Front Tilt,Straight
5252,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
5253,Open,Center,Focus,Center,Straight Front Ahead,Straight
5254,Open,Center,Focus,Center,Straight Front Ahead,Straight
5255,Open,Center,Focus,Center,Straight Front Ahead,Straight
5256,Open,Center,Focus,Center,Straight Front Ahead,Straight
5257,Open,Center,Focus,Center,Straight Front Ahead,Straight
5258,Open,Center,Focus,Center,Straight Front Ahead,Straight
5259,Open,Center,Focus,Center,Straight Front Ahead,Straight
5260,Open,Center,Focus,Center,Straight Front Ahead,Straight
5261,Open,Center,Focus,Center,Straight Front Ahead,Straight
5262,Open,Center,Focus,Center,Straight Front Ahead,Straight
5263,Open,Center,Focus,Center,Straight Front Ahead,Straight
5264,Open,Center,Focus,Center,Straight Front Ahead,Straight
5265,Open,Center,Focus,Center,Straight Front Ahead,Straight
5266,Open,Center,Focus,Center,Straight Front Ahead,Straight
5267,Open,Center,Focus,Center,Straight Front Ahead,Straight
5268,Open,Center,Focus,Center,Straight Front Ahead,Straight
5269,Open,Center,Focus,Center,Straight Front Ahead,Straight
5270,Open,Center,Focus,Center,Straight Front Ahead,Straight
5271,Open,Center,Focus,Center,Straight Front Ahead,Straight
5272,Open,Center,Focus,Center,Straight Front Ahead,Straight
5273,Open,Center,Focus,Center,Straight Front Ahead,Straight
5274,Open,Center,Focus,Center,Straight Front Ahead,Straight
5275,Open,Center,Focus,Center,Straight Front Ahead,Straight
5276,Open,Center,Focus,Center,Straight Front Ahead,Straight
5277,Open,Center,Focus,Center,Straight Front Ahead,Straight
5278,Open,Center,Focus,Center,Straight Front Ahead,Straight
5279,Open,Center,Focus,Center,Straight Front Ahead,Straight
5280,Open,Center,Focus,Center,Straight Front Ahead,Straight
5281,Open,Center,Focus,Center,Straight Front Ahead,Straight
5282,Open,Center,Focus,Center,Straight Front Ahead,Straight
5283,Open,Center,Focus,Center,Straight Front Ahead,Straight
5284,Open,Center,Focus,Center,Straight Front Ahead,Straight
5285,Open,Center,Focus,Center,Straight Front Ahead,Straight
5286,Open,Center,Focus,Center,Straight Front Ahead,Straight
5287,Open,Center,Focus,Center,Straight Front Ahead,Straight
5288,Open,Center,Focus,Center,Straight Front Ahead,Straight
5289,Open,Center,Focus,Center,Straight Front Ahead,Straight
5290,Open,Center,Focus,Center,Straight Front Ahead,Straight
5291,Open,Center,Focus,Center,Straight Front Ahead,Straight
5292,Open,Center,Focus,Center,Straight Front Ahead,Straight
5293,Open,Center,Focus,Center,Straight Front Ahead,Straight
5294,Open,Center,Focus,Center,Straight Front Ahead,Straight
5295,Open,Center,Focus,Center,Straight Front Ahead,Straight
5296,Open,Center,Focus,Center,Straight Front Ahead,Straight
5297,Open,Center,Focus,Center,Straight Front Ahead,Straight
5298,Open,Center,Focus,Center,Straight Front Ahead,Straight
5299,Open,Center,Focus,Center,Straight Front Ahead,Straight
5300,Open,Center,Focus,Center,Straight Front Ahead,Straight
5301,Open,Center,Focus,Center,Straight Front Ahead,Straight
5302,Open,Center,Focus,Center,Straight Front Ahead,Straight
5303,Open,Center,Focus,Center,Straight Front Ahead,Straight
5304,Open,Center,Focus,Center,Straight Front Ahead,Straight
5305,Open,Center,Focus,Center,Straight Front Ahead,Straight
5306,Open,Center,Focus,Center,Straight Front Ahead,Straight
5307,Open,Center,Focus,Center,Straight Front Ahead,Straight
5308,Open,Center,Focus,Center,Straight Front Ahead,Straight
5309,Open,Center,Focus,Center,Straight Front Ahead,Straight
5310,Open,Center,Focus,Center,Straight Front Ahead,Straight
5311,Open,Center,Focus,Center,Straight Front Ahead,Straight
5312,Open,Center,Focus,Center,Straight Front Ahead,Straight
5313,Open,Center,Focus,Center,Straight Front Ahead,Straight
5314,Open,Center,Focus,Center,Straight Front Ahead,Straight
5315,Open,Center,Focus,Center,Straight Front Ahead,Straight
5316,Open,Center,Focus,Center,Straight Front Ahead,Straight
5317,Open,Center,Focus,Center,Straight Front Ahead,Straight
5318,Open,Center,Focus,Center,Straight Front Ahead,Straight
5319,Open,Center,Focus,Center,Straight Front Ahead,Straight
5320,Open,Center,Focus,Center,Straight Front Ahead,Straight
5321,Open,Center,Focus,Center,Straight Front Ahead,Straight
5322,Open,Center,Focus,Center,Straight Front Ahead,Straight
5323,Open,Center,Focus,Center,Straight Front Ahead,Straight
5324,Open,Center,Focus,Center,Straight Front Ahead,Straight
5325,Open,Center,Focus,Center,Straight Front Ahead,Straight
5326,Open,Center,Focus,Center,Straight Front Ahead,Straight
5327,Open,Center,Focus,Center,Straight Front Ahead,Straight
5328,Open,Center,Focus,Center,Straight Front Ahead,Straight
5329,Open,Center,Focus,Center,Straight Front Ahead,Straight
5330,Open,Center,Focus,Center,Straight Front Ahead,Straight
5331,Open,Center,Focus,Center,Straight Front Ahead,Straight
5332,Open,Center,Focus,Center,Straight Front Ahead,Straight
5333,Open,Center,Focus,Center,Straight Front Ahead,Straight
5334,Open,Center,Focus,Center,Straight Front Ahead,Straight
5335,Open,Center,Focus,Center,Straight Front Ahead,Straight
5336,Open,Center,Focus,Center,Straight Front Ahead,Straight
5337,Open,Center,Focus,Center,Straight Front Ahead,Straight
5338,Open,Center,Focus,Center,Straight Front Ahead,Straight
5339,Open,Center,Focus,Center,Straight Front Ahead,Straight
5340,Open,Center,Focus,Center,Straight Front Ahead,Straight
5341,Open,Center,Focus,Center,Straight Front Ahead,Straight
5342,Open,Center,Focus,Center,Straight Front Ahead,Straight
5343,Open,Center,Focus,Center,Straight Front Ahead,Straight
5344,Open,Center,Focus,Center,Straight Front Ahead,Straight
5345,Open,Center,Focus,Center,Straight Front Ahead,Straight
5346,Open,Center,Focus,Center,Straight Front Ahead,Straight
5347,Open,Center,Focus,Center,Straight Front Ahead,Straight
5348,Open,Center,Focus,Center,Straight Front Ahead,Straight
5349,Open,Center,Focus,Center,Straight Front Ahead,Straight
5350,Open,Center,Focus,Center,Straight Front Ahead,Straight
5351,Open,Center,Focus,Center,Straight Front Ahead,Straight
5352,Open,Center,Focus,Center,Straight Front Ahead,Straight
5353,Open,Center,Focus,Center,Straight Front Ahead,Straight
5354,Open,Center,Focus,Center,Straight Front Ahead,Straight
5355,Open,Center,Focus,Center,Straight Front Ahead,Straight
5356,Open,Center,Focus,Center,Straight Front Ahead,Straight
5357,Open,Center,Focus,Center,Straight Front Ahead,Straight
5358,Open,Center,Focus,Center,Straight Front Ahead,Straight
5359,Open,Center,Focus,Center,Straight Front Ahead,Straight
5360,Open,Center,Focus,Center,Straight Front Ahead,Straight
5361,Open,Center,Focus,Center,Straight Front Ahead,Straight
5362,Open,Center,Focus,Center,Straight Front Ahead,Straight
5363,Open,Center,Focus,Center,Straight Front Ahead,Straight
5364,Open,Center,Focus,Center,Straight Front Ahead,Straight
5365,Open,Center,Focus,Center,Straight Front Ahead,Straight
5366,Open,Center,Focus,Center,Straight Front Ahead,Straight
5367,Open,Center,Focus,Center,Straight Front Ahead,Straight
5368,Open,Center,Focus,Center,Straight Front Ahead,Straight
5369,Open,Center,Focus,Center,Straight Front Ahead,Straight
5370,Open,Center,Focus,Center,Straight Front Ahead,Straight
5371,Open,Center,Focus,Center,Straight Front Ahead,Straight
5372,Open,Center,Focus,Center,Straight Front Ahead,Straight
5373,Open,Center,Focus,Center,Straight Front Ahead,Straight
5374,Open,Center,Focus,Center,Straight Front Ahead,Straight
5375,Open,Center,Focus,Center,Straight Front Ahead,Straight
5376,Open,Center,Focus,Center,Straight Front Ahead,Straight
5377,Open,Center,Focus,Center,Straight Front Ahead,Straight
5378,Open,Center,Focus,Center,Straight Front Ahead,Straight
5379,Open,Center,Focus,Center,Straight Front Ahead,Straight
5380,Open,Center,Focus,Center,Straight Front Ahead,Straight
5381,Open,Center,Focus,Center,Straight Front Ahead,Straight
5382,Open,Center,Focus,Center,Straight Front Ahead,Straight
5383,Open,Center,Focus,Center,Straight Front Ahead,Straight
5384,Open,Center,Focus,Center,Straight Front Ahead,Straight
5385,Open,Center,Focus,Center,Straight Front Ahead,Straight
5386,Open,Center,Focus,Center,Straight Front Ahead,Straight
5387,Open,Center,Focus,Center,Straight Front Ahead,Straight
5388,Open,Center,Focus,Center,Straight Front Ahead,Straight
5389,Open,Center,Focus,Center,Straight Front Ahead,Straight
5390,Open,Center,Focus,Center,Straight Front Ahead,Straight
5391,Open,Center,Focus,Center,Straight Front Ahead,Straight
5392,Open,Center,Focus,Center,Straight Front Ahead,Straight
5393,Open,Center,Focus,Center,Straight Front Ahead,Straight
5394,Open,Center,Focus,Center,Straight Front Ahead,Straight
5395,Open,Center,Focus,Center,Straight Front Ahead,Straight
5396,Open,Center,Focus,Center,Straight Front Ahead,Straight
5397,Open,Center,Focus,Center,Straight Front Ahead,Straight
5398,Open,Center,Focus,Center,Straight Front Ahead,Straight
5399,Open,Center,Focus,Center,Straight Front Ahead,Straight
5400,Open,Center,Focus,Center,Straight Front Ahead,Straight
5401,Open,Center,Focus,Center,Straight Front Ahead,Straight
5402,Open,Center,Focus,Center,Straight Front Ahead,Straight
5403,Open,Center,Focus,Center,Straight Front Ahead,Straight
5404,Open,Center,Focus,Center,Straight Front Ahead,Straight
5405,Open,Center,Focus,Center,Straight Front Ahead,Straight
5406,Open,Center,Focus,Center,Straight Front Ahead,Straight
5407,Open,Center,Focus,Center,Straight Front Ahead,Straight
5408,Open,Center,Focus,Center,Straight Front Ahead,Straight
5409,Open,Center,Focus,Center,Straight Front Ahead,Straight
5410,Open,Center,Focus,Center,Straight Front Ahead,Straight
5411,Open,Center,Focus,Center,Straight Front Ahead,Straight
5412,Open,Center,Focus,Center,Straight Front Ahead,Straight
5413,Open,Center,Focus,Center,Straight Front Ahead,Straight
5414,Open,Center,Focus,Center,Straight Front Ahead,Straight
5415,Open,Center,Focus,Center,Straight Front Ahead,Straight
5416,Open,Center,Focus,Center,Straight Front Ahead,Straight
5417,Open,Center,Focus,Center,Straight Front Ahead,Straight
5418,Open,Center,Focus,Center,Straight Front Ahead,Straight
5419,Open,Center,Focus,Center,Straight Front Ahead,Straight
5420,Open,Center,Focus,Center,Straight Front Ahead,Straight
5421,Open,Center,Focus,Center,Straight Front Ahead,Straight
5422,Open,Center,Focus,Center,Straight Front Ahead,Straight
5423,Open,Center,Focus,Center,Straight Front Ahead,Straight
5424,Open,Center,Focus,Center,Straight Front Ahead,Straight
5425,Open,Center,Focus,Center,Straight Front Ahead,Straight
5426,Open,Center,Focus,Center,Straight Front Ahead,Straight
5427,Open,Center,Focus,Center,Straight Front Ahead,Straight
5428,Open,Center,Focus,Center,Straight Front Ahead,Straight
5429,Open,Center,Focus,Center,Straight Front Ahead,Straight
5430,Open,Center,Focus,Center,Straight Front Ahead,Straight
5431,Open,Center,Focus,Center,Straight Front Ahead,Straight
5432,Open,Center,Focus,Center,Straight Front Ahead,Straight
5433,Open,Center,Focus,Center,Straight Front Ahead,Straight
5434,Open,Center,Focus,Center,Straight Front Ahead,Straight
5435,Open,Center,Focus,Center,Straight Front Ahead,Straight
5436,Open,Center,Focus,Center,Straight Front Ahead,Straight
5437,Open,Center,Focus,Center,Straight Front Ahead,Straight
5438,Open,Center,Focus,Center,Straight Front Ahead,Straight
5439,Open,Center,Focus,Center,Straight Front Ahead,Straight
5440,Open,Center,Focus,Center,Straight Front Ahead,Straight
5441,Open,Center,Focus,Center,Straight Front Ahead,Straight
5442,Open,Center,Focus,Center,Straight Front Ahead,Straight
5443,Open,Center,Focus,Center,Straight Front Ahead,Straight
5444,Open,Center,Focus,Center,Straight Front Ahead,Straight
5445,Open,Center,Focus,Center,Straight Front Ahead,Straight
5446,Open,Center,Focus,Center,Straight Front Ahead,Straight
5447,Open,Center,Focus,Center,Straight Front Ahead,Straight
5448,Open,Center,Focus,Center,Straight Front Ahead,Straight
5449,Open,Center,Focus,Center,Straight Front Ahead,Straight
5450,Open,Center,Focus,Center,Straight Front Ahead,Straight
5451,Open,Center,Focus,Center,Straight Front Ahead,Straight
5452,Open,Center,Focus,Center,Straight Front Ahead,Straight
5453,Open,Center,Focus,Center,Straight Front Ahead,Straight
5454,Open,Center,Focus,Center,Straight Front Ahead,Straight
5455,Open,Center,Focus,Center,Straight Front Ahead,Straight
5456,Open,Center,Focus,Center,Straight Front Ahead,Straight
5457,Open,Center,Focus,Center,Straight Front Ahead,Straight
5458,Open,Center,Focus,Center,Straight Front Ahead,Straight
5459,Open,Center,Focus,Center,Straight Front Ahead,Straight
5460,Open,Center,Focus,Center,Straight Front Ahead,Straight
5461,Open,Center,Focus,Center,Straight Front Ahead,Straight
5462,Open,Center,Focus,Center,Straight Front Ahead,Straight
5463,Open,Center,Focus,Center,Straight Front Ahead,Straight
5464,Open,Center,Focus,Center,Straight Front Ahead,Straight
5465,Open,Center,Focus,Center,Straight Front Ahead,Straight
5466,Open,Center,Focus,Center,Straight Front Ahead,Straight
5467,Open,Center,Focus,Center,Straight Front Ahead,Straight
5468,Open,Center,Focus,Center,Straight Front Ahead,Straight
5469,Open,Center,Focus,Center,Straight Front Ahead,Straight
5470,Open,Center,Focus,Center,Straight Front Ahead,Straight
5471,Open,Center,Focus,Center,Straight Front Ahead,Straight
5472,Open,Center,Focus,Center,Straight Front Ahead,Straight
5473,Open,Center,Focus,Center,Straight Front Ahead,Straight
5474,Open,Center,Focus,Center,Straight Front Ahead,Straight
5475,Open,Center,Focus,Center,Straight Front Ahead,Straight
5476,Open,Center,Focus,Center,Straight Front Ahead,Straight
5477,Open,Center,Focus,Center,Straight Front Ahead,Straight
5478,Open,Center,Focus,Center,Straight Front Ahead,Straight
5479,Open,Center,Focus,Center,Straight Front Ahead,Straight
5480,Open,Center,Focus,Center,Straight Front Ahead,Straight
5481,Open,Center,Focus,Center,Straight Front Ahead,Straight
5482,Open,Center,Focus,Center,Straight Front Ahead,Straight
5483,Open,Center,Focus,Center,Straight Front Ahead,Straight
5484,Open,Center,Focus,Center,Straight Front Ahead,Straight
5485,Open,Center,Focus,Center,Straight Front Ahead,Straight
5486,Open,Center,Focus,Center,Straight Front Ahead,Straight
5487,Open,Center,Focus,Center,Straight Front Ahead,Straight
5488,Open,Center,Focus,Center,Straight Front Ahead,Straight
5489,Open,Center,Focus,Center,Straight Front Ahead,Straight
5490,Open,Center,Focus,Center,Straight Front Ahead,Straight
5491,Open,Center,Focus,Center,Straight Front Ahead,Straight
5492,Open,Center,Focus,Center,Straight Front Ahead,Straight
5493,Open,Center,Focus,Center,Straight Front Ahead,Straight
5494,Open,Center,Focus,Center,Straight Front Ahead,Straight
5495,Open,Center,Focus,Center,Straight Front Ahead,Straight
5496,Open,Center,Focus,Center,Straight Front Ahead,Straight
5497,Open,Center,Focus,Center,Straight Front Ahead,Straight
5498,Open,Center,Focus,Center,Straight Front Ahead,Straight
5499,Open,Center,Focus,Center,Straight Front Ahead,Straight
5500,Open,Center,Focus,Center,Straight Front Ahead,Straight
5501,Open,Center,Focus,Center,Straight Front Ahead,Straight
5502,Open,Center,Focus,Center,Straight Front Ahead,Straight
5503,Open,Center,Focus,Center,Straight Front Ahead,Straight
5504,Open,Center,Focus,Center,Straight Front Ahead,Straight
5505,Open,Center,Focus,Center,Straight Front Ahead,Straight
5506,Open,Center,Focus,Center,Straight Front Ahead,Straight
5507,Open,Center,Focus,Center,Straight Front Ahead,Straight
5508,Open,Center,Focus,Center,Straight Front Ahead,Straight
5509,Open,Center,Focus,Center,Straight Front Ahead,Straight
5510,Open,Center,Focus,Center,Straight Front Ahead,Straight
5511,Open,Center,Focus,Center,Straight Front Ahead,Straight
5512,Open,Center,Focus,Center,Straight Front Ahead,Straight
5513,Open,Center,Focus,Center,Straight Front Ahead,Straight
5514,Open,Center,Focus,Center,Straight Front Ahead,Straight
5515,Open,Center,Focus,Center,Straight Front Ahead,Straight
5516,Open,Center,Focus,Center,Straight Front Ahead,Straight
5517,Open,Center,Focus,Center,Straight Front Ahead,Straight
5518,Open,Center,Focus,Center,Straight Front Ahead,Straight
5519,Open,Center,Focus,Center,Straight Front Ahead,Straight
5520,Open,Center,Focus,Center,Straight Front Ahead,Straight
5521,Open,Center,Focus,Center,Straight Front Ahead,Straight
5522,Open,Center,Focus,Center,Straight Front Ahead,Straight
5523,Open,Center,Focus,Center,Straight Front Ahead,Straight
5524,Open,Center,Focus,Center,Straight Front Ahead,Straight
5525,Open,Center,Focus,Center,Straight Front Ahead,Straight
5526,Open,Center,Focus,Center,Straight Front Ahead,Straight
5527,Open,Center,Focus,Center,Straight Front Ahead,Straight
5528,Open,Center,Focus,Center,Straight Front Ahead,Straight
5529,Open,Center,Focus,Center,Straight Front Ahead,Straight
5530,Open,Center,Focus,Center,Straight Front Ahead,Straight
5531,Open,Center,Focus,Center,Straight Front Ahead,Straight
5532,Open,Center,Focus,Center,Straight Front Ahead,Straight
5533,Open,Center,Focus,Center,Straight Front Ahead,Straight
5534,Open,Center,Focus,Center,Straight Front Ahead,Straight
5535,Open,Center,Focus,Center,Straight Front Ahead,Straight
5536,Open,Center,Focus,Center,Straight Front Ahead,Straight
5537,Open,Center,Focus,Center,Straight Front Ahead,Straight
5538,Open,Center,Focus,Center,Straight Front Ahead,Straight
5539,Open,Center,Focus,Center,Straight Front Ahead,Straight
5540,Open,Center,Focus,Center,Straight Front Ahead,Straight
5541,Open,Center,Focus,Center,Straight Front Ahead,Straight
5542,Open,Center,Focus,Center,Straight Front Ahead,Straight
5543,Open,Center,Focus,Center,Straight Front Ahead,Straight
5544,Open,Center,Focus,Center,Straight Front Ahead,Straight
5545,Open,Center,Focus,Center,Straight Front Ahead,Straight
5546,Open,Center,Focus,Center,Straight Front Ahead,Straight
5547,Open,Center,Focus,Center,Straight Front Ahead,Straight
5548,Open,Center,Focus,Center,Straight Front Ahead,Straight
5549,Open,Center,Focus,Center,Straight Front Ahead,Straight
5550,Open,Center,Focus,Center,Straight Front Ahead,Straight
5551,Open,Center,Focus,Center,Straight Front Ahead,Straight
5552,Open,Center,Focus,Center,Straight Front Ahead,Straight
5553,Open,Center,Focus,Center,Straight Front Ahead,Straight
5554,Open,Center,Focus,Center,Straight Front Ahead,Straight
5555,Open,Center,Focus,Center,Straight Front Ahead,Straight
5556,Open,Center,Focus,Center,Straight Front Ahead,Straight
5557,Open,Center,Focus,Center,Straight Front Ahead,Straight
5558,Open,Center,Focus,Center,Straight Front Ahead,Straight
5559,Open,Center,Focus,Center,Straight Front Ahead,Straight
5560,Open,Center,Focus,Center,Straight Front Ahead,Straight
5561,Open,Center,Focus,Center,Straight Front Ahead,Straight
5562,Open,Center,Focus,Center,Straight Front Ahead,Straight
5563,Open,Center,Focus,Center,Straight Front Ahead,Straight
5564,Open,Center,Focus,Center,Straight Front Ahead,Straight
5565,Open,Center,Focus,Center,Straight Front Ahead,Straight
