Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
5566,Open,Center,Focus,Center,Straight Front Ahead,Straight
5567,Open,Center,Focus,Center,Straight Front Ahead,Straight
5568,Open,Center,Focus,Center,Straight Front Ahead,Straight
5569,Open,Center,Focus,Center,Straight Front Ahead,Straight
5570,Open,Center,Focus,Center,Straight Front Ahead,Straight
5571,Open,Center,Focus,Center,Straight Front Ahead,Straight
5572,Open,Center,Focus,Center,Straight Front Ahead,Straight
5573,Open,Center,Focus,Center,Straight Front Ahead,Straight
5574,Open,Center,Focus,Center,Straight Front Ahead,Straight
5575,Open,Center,Focus,Center,Straight Front Ahead,Straight
5576,Open,Center,Focus,Center,Straight Front Ahead,Straight
5577,Open,Center,Focus,Center,Straight Front Ahead,Straight
5578,Open,Center,Focus,Center,Straight Front Ahead,Straight
5579,Open,Center,Focus,Center,Straight Front Ahead,Straight
5580,Open,Center,Focus,Center,Straight Front Ahead,Straight
5581,Open,Center,Focus,Center,Straight Front Ahead,Straight
5582,Open,Center,Focus,Center,Straight Front Ahead,Straight
5583,Open,Center,Focus,Center,Straight Front Ahead,Straight
5584,Open,Center,Focus,Center,Straight Front Ahead,Straight
5585,Open,Center,Focus,Center,Straight Front Ahead,Straight
5586,Open,Center,Focus,Center,Straight Front Ahead,Straight
5587,Open,Center,Focus,Center,Straight Front Ahead,Straight
5588,Open,Center,Focus,Center,Straight Front Ahead,Straight
5589,Open,Center,Focus,Center,Straight Front Ahead,Straight
5590,Open,Center,Focus,Center,Straight Front Ahead,Straight
5591,Open,Center,Focus,Center,Straight Front Ahead,Straight
5592,Open,Center,Focus,Center,Straight Front Ahead,Straight
5593,Open,Center,Focus,Center,Straight Front Ahead,Straight
5594,Open,Center,Focus,Center,Straight Front Ahead,Straight
5595,Open,Center,Focus,Center,Straight Front Ahead,Straight
5596,Open,Center,Focus,Center,Straight Front Ahead,Straight
5597,Open,Center,Focus,Center,Straight Front Ahead,Straight
5598,Open,Center,Focus,Center,Straight Front Ahead,Straight
5599,Open,Center,Focus,Center,Straight Front Ahead,Straight
5600,Open,Center,Focus,Center,Straight Front Ahead,Straight
5601,Open,Center,Focus,Center,Straight Front Ahead,Straight
5602,Open,Center,Focus,Center,Straight Front Ahead,Straight
5603,Open,Center,Focus,Center,Straight Front Ahead,Straight
5604,Open,Center,Focus,Center,Straight Front Ahead,Straight
5605,Open,Center,Focus,Center,Straight Front Ahead,Straight
5606,Open,Center,Focus,Center,Straight Front Ahead,Straight
5607,Open,Center,Focus,Center,Straight Front Ahead,Straight
5608,Open,Center,Focus,Center,Straight Front Ahead,Straight
5609,Open,Center,Focus,Center,Straight Front Ahead,Straight
5610,Open,Center,Focus,Center,Straight Front Ahead,Straight
5611,Open,Center,Focus,Center,Straight Front Ahead,Straight
5612,Open,Center,Focus,Center,Straight Front Ahead,Straight
5613,Open,Center,Focus,Center,Straight Front Ahead,Straight
5614,Open,Center,Focus,Center,Straight Front Ahead,Straight
5615,Open,Center,Focus,Center,Straight Front Ahead,Straight
5616,Open,Center,Focus,Center,Straight Front Ahead,Straight
5617,Open,Center,Focus,Center,Straight Front Ahead,Straight
5618,Open,Center,Focus,Center,Straight Front Ahead,Straight
5619,Open,Center,Focus,Center,Straight Front Ahead,Straight
5620,Open,Center,Focus,Center,Straight Front Ahead,Straight
5621,Open,Center,Focus,Center,Straight Front Ahead,Straight
5622,Open,Center,Focus,Center,Straight Front Ahead,Straight
5623,Open,Center,Focus,Center,Straight Front Ahead,Straight
5624,Open,Center,Focus,Center,Straight Front Ahead,Straight
5625,Open,Center,Focus,Center,Straight Front Ahead,Straight
5626,Open,Center,Focus,Center,Straight Front Ahead,Straight
5627,Open,Center,Focus,Center,Straight Front Ahead,Straight
5628,Open,Center,Focus,Center,Straight Front Ahead,Straight
5629,Open,Center,Focus,Center,Straight Front Ahead,Straight
5630,Open,Center,Focus,Center,Straight Front Ahead,Straight
5631,Open,Center,Focus,Center,Straight Front Ahead,Straight
5632,Open,Center,Focus,Center,Straight Front Ahead,Straight
5633,Open,Center,Focus,Center,Straight Front Ahead,Straight
5634,Open,Center,Focus,Center,Straight Front Ahead,Straight
5635,Open,Center,Focus,Center,Straight Front Ahead,Straight
5636,Open,Center,Focus,Center,Straight Front Ahead,Straight
5637,Open,Center,Focus,Center,Straight Front Ahead,Straight
5638,Open,Center,Focus,Center,Straight Front Ahead,Straight
5639,Open,Center,Focus,Center,Straight Front Ahead,Straight
5640,Open,Center,Focus,Center,Straight Front Ahead,Straight
5641,Open,Center,Focus,Center,Straight Front Ahead,Straight
5642,Open,Center,Focus,Center,Straight Front Ahead,Straight
5643,Open,Center,Focus,Center,Straight Front Ahead,Straight
5644,Open,Center,Focus,Center,Straight Front Ahead,Straight
5645,Open,Center,Focus,Center,Straight Front Ahead,Straight
5646,Open,Center,Focus,Center,Straight Front Ahead,Straight
5647,Open,Center,Focus,Center,Straight Front Ahead,Straight
5648,Open,Center,Focus,Center,Straight Front Ahead,Straight
5649,Open,Center,Focus,Center,Straight Front Ahead,Straight
5650,Open,Center,Focus,Center,Straight Front Ahead,Straight
5651,Open,Center,Focus,Center,Straight Front Ahead,Straight
5652,Open,Center,Focus,Center,Straight Front Ahead,Straight
5653,Open,Center,Focus,Center,Straight Front Ahead,Straight
5654,Open,Center,Focus,Center,Straight Front Ahead,Straight
5655,Open,Center,Focus,Center,Straight Front Ahead,Straight
5656,Open,Center,Focus,Center,Straight Front Ahead,Straight
5657,Open,Center,Focus,Center,Straight Front Ahead,Straight
5658,Open,Center,Focus,Center,Straight Front Ahead,Straight
5659,Open,Center,Focus,Center,Straight Front Ahead,Straight
5660,Open,Center,Focus,Center,Straight Front Ahead,Straight
5661,Open,Center,Focus,Center,Straight Front Ahead,Straight
5662,Open,Center,Focus,Center,Straight Front Ahead,Straight
5663,Open,Center,Focus,Center,Straight Front Ahead,Straight
5664,Open,Center,Focus,Center,Straight Front Ahead,Straight
5665,Open,Center,Focus,Center,Straight Front Ahead,Straight
5666,Open,Center,Focus,Center,Straight Front Ahead,Straight
5667,Open,Center,Focus,Center,Straight Front Ahead,Straight
5668,Open,Center,Focus,Center,Straight Front Ahead,Straight
5669,Open,Center,Focus,Center,Straight Front Ahead,Straight
5670,Open,Center,Focus,Center,Straight Front Ahead,Straight
5671,Open,Center,Focus,Center,Straight Front Ahead,Straight
5672,Open,Center,Focus,Center,Straight Front Ahead,Straight
5673,Open,Center,Focus,Center,Straight Front Ahead,Straight
5674,Open,Center,Focus,Center,Straight Front Ahead,Straight
5675,Open,Right,Focus,Center,Straight Front Ahead,Straight
5676,Open,Right,Focus,Center,Straight Front Ahead,Straight
5677,Open,Right,Focus,Center,Straight Front Ahead,Straight
5678,Open,Right,Focus,Center,Straight Front Ahead,Straight
5679,Open,Right,Focus,Center,Straight Front Ahead,Straight
5680,Open,Right,Focus,Center,Straight Front Ahead,Straight
5681,Open,Right,Focus,Center,Straight Front Ahead,Straight
5682,Open,Center,Focus,Center,Straight Front Ahead,Straight
5683,Open,Center,Focus,Center,Front Tilt,Straight
5684,Open,Center,Focus,Center,Straight Front Ahead,Straight
5685,Open,Center,Focus,Center,Straight Front Ahead,Straight
5686,Open,Center,Focus,Center,Straight Front Ahead,Straight
5687,Open,Center,Focus,Center,Front Tilt,Straight
5688,Open,Center,Focus,Center,Front Tilt,Straight
5689,Open,Center,Focus,Center,Straight Front Ahead,Straight
5690,Open,Center,Focus,Center,Straight Front Ahead,Straight
5691,Open,Center,Focus,Center,Straight Front Ahead,Straight
5692,Open,Center,Focus,Center,Straight Front Ahead,Straight
5693,Open,Center,Focus,Center,Front Tilt,Straight
5694,Open,Center,Focus,Center,Straight Front Ahead,Straight
5695,Open,Center,Focus,Center,Straight Front Ahead,Straight
5696,Open,Center,Focus,Center,Straight Front Ahead,Straight
5697,Open,Center,Focus,Center,Front Tilt,Straight
5698,Open,Center,Focus,Center,Front Tilt,Straight
5699,Open,Center,Focus,Center,Straight Front Ahead,Straight
5700,Open,Center,Focus,Center,Front Tilt,Straight
5701,Open,Center,Focus,Center,Front Tilt,Straight
5702,Open,Center,Focus,Center,Front Tilt,Straight
5703,Open,Center,Focus,Center,Front Tilt,Straight
5704,Open,Center,Focus,Center,Front Tilt,Straight
5705,Open,Center,Focus,Center,Front Tilt,Straight
5706,Open,Center,Focus,Center,Front Tilt,Straight
5707,Open,Center,Focus,Center,Front Tilt,Straight
5708,Open,Center,Focus,Center,Front Tilt,Straight
5709,Open,Center,Focus,Center,Straight Front Ahead,Straight
5710,Open,Center,Focus,Center,Straight Front Ahead,Straight
5711,Open,Center,Focus,Center,Front Tilt,Straight
5712,Open,Center,Focus,Center,Front Tilt,Straight
5713,Open,Center,Focus,Center,Front Tilt,Straight
5714,Open,Center,Focus,Center,Straight Front Ahead,Straight
5715,Open,Center,Focus,Center,Front Tilt,Straight
5716,Open,Center,Focus,Center,Front Tilt,Straight
5717,Open,Center,Focus,Center,Front Tilt,Straight
5718,Open,Center,Focus,Center,Front Tilt,Straight
5719,Open,Center,Focus,Center,Front Tilt,Straight
5720,Open,Center,Focus,Center,Straight Front Ahead,Straight
5721,Open,Center,Focus,Center,Straight Front Ahead,Straight
5722,Open,Center,Focus,Center,Front Tilt,Straight
5723,Open,Center,Focus,Center,Front Tilt,Straight
5724,Open,Center,Focus,Center,Front Tilt,Straight
5725,Open,Center,Focus,Center,Front Tilt,Straight
5726,Open,Center,Focus,Center,Front Tilt,Straight
5727,Open,Center,Focus,Center,Front Tilt,Straight
5728,Open,Center,Focus,Center,Front Tilt,Straight
5729,Open,Center,Focus,Center,Front Tilt,Straight
5730,Open,Center,Focus,Center,Front Tilt,Straight
5731,Open,Center,Focus,Center,Front Tilt,Straight
5732,Open,Center,Focus,Center,Front Tilt,Straight
5733,Open,Center,Focus,Center,Front Tilt,Straight
5734,Closed,Center,Distracted,Center,Front Tilt,Straight
5735,Closed,Center,Distracted,Center,Front Tilt,Straight
5736,Closed,Center,Distracted,Center,Front Tilt,Straight
5737,Open,Center,Focus,Center,Front Tilt,Straight
5738,Open,Center,Focus,Center,Front Tilt,Straight
5739,Open,Center,Focus,Center,Front Tilt,Straight
5740,Open,Center,Focus,Center,Front Tilt,Straight
5741,Open,Center,Focus,Center,Front Tilt,Straight
5742,Open,Center,Focus,Center,Front Tilt,Straight
5743,Open,Center,Focus,Center,Front Tilt,Straight
5744,Closed,Center,Distracted,Center,Front Tilt,Straight
5745,Closed,Right,Distracted,Center,Front Tilt,Straight
5746,Closed,Center,Distracted,Center,Front Tilt,Straight
5747,Closed,Center,Distracted,Center,Front Tilt,Straight
5748,Closed,Right,Distracted,Center,Straight Front Ahead,Straight
5749,Open,Center,Focus,Center,Straight Front Ahead,Straight
5750,Open,Center,Focus,Center,Straight Front Ahead,Straight
5751,Open,Right,Focus,Center,Straight Front Ahead,Straight
5752,Open,Right,Focus,Center,Straight Front Ahead,Straight
5753,Open,Right,Focus,Center,Straight Front Ahead,Straight
5754,Open,Right,Focus,Center,Straight Front Ahead,Straight
5755,Open,Center,Focus,Center,Straight Front Ahead,Straight
5756,Open,Right,Focus,Center,Straight Front Ahead,Straight
5757,Open,Right,Focus,Center,Straight Front Ahead,Straight
5758,Open,Right,Focus,Center,Straight Front Ahead,Straight
5759,Open,Center,Focus,Center,Straight Front Ahead,Straight
5760,Open,Center,Focus,Center,Straight Front Ahead,Straight
5761,Open,Left,Focus,Center,Straight Front Ahead,Straight
5762,Open,Left,Focus,Center,Straight Front Ahead,Straight
5763,Open,Left,Focus,Center,Straight Front Ahead,Straight
5764,Open,Left,Focus,Center,Straight Front Ahead,Straight
5765,Open,Left,Focus,Center,Straight Front Ahead,Straight
5766,Open,Left,Focus,Center,Straight Front Ahead,Straight
5767,Open,Left,Focus,Center,Straight Front Ahead,Straight
5768,Open,Left,Focus,Center,Straight Front Ahead,Straight
5769,Open,Left,Focus,Center,Straight Front Ahead,Straight
5770,Open,Left,Focus,Center,Straight Front Ahead,Straight
5771,Open,Left,Focus,Center,Straight Front Ahead,Straight
5772,Open,Left,Focus,Center,Straight Front Ahead,Straight
5773,Open,Left,Focus,Center,Straight Front Ahead,Straight
5774,Open,Left,Focus,Center,Straight Front Ahead,Straight
5775,Open,Left,Focus,Center,Straight Front Ahead,Straight
5776,Open,Left,Focus,Center,Straight Front Ahead,Straight
5777,Open,Left,Focus,Center,Straight Front Ahead,Straight
5778,Open,Left,Focus,Center,Straight Front Ahead,Straight
5779,Open,Left,Focus,Center,Straight Front Ahead,Straight
5780,Open,Left,Focus,Center,Straight Front Ahead,Straight
5781,Open,Left,Focus,Center,Straight Front Ahead,Straight
5782,Open,Left,Focus,Center,Straight Front Ahead,Straight
5783,Open,Left,Focus,Center,Straight Front Ahead,Straight
5784,Open,Left,Focus,Center,Straight Front Ahead,Straight
5785,Open,Left,Focus,Center,Straight Front Ahead,Straight
5786,Open,Left,Focus,Center,Straight Front Ahead,Straight
5787,Open,Left,Focus,Center,Straight Front Ahead,Straight
5788,Open,Left,Focus,Center,Straight Front Ahead,Straight
5789,Open,Left,Focus,Center,Straight Front Ahead,Straight
5790,Open,Left,Focus,Center,Straight Front Ahead,Straight
5791,Open,Left,Focus,Center,Straight Front Ahead,Straight
5792,Open,Left,Focus,Center,Straight Front Ahead,Straight
5793,Open,Left,Focus,Center,Straight Front Ahead,Straight
5794,Open,Left,Focus,Center,Straight Front Ahead,Straight
5795,Open,Left,Focus,Center,Straight Front Ahead,Straight
5796,Open,Left,Focus,Center,Straight Front Ahead,Straight
5797,Open,Left,Focus,Center,Straight Front Ahead,Straight
5798,Open,Left,Focus,Center,Straight Front Ahead,Straight
5799,Open,Left,Focus,Center,Straight Front Ahead,Straight
5800,Open,Left,Focus,Center,Straight Front Ahead,Straight
5801,Open,Left,Focus,Center,Straight Front Ahead,Straight
5802,Open,Left,Focus,Center,Straight Front Ahead,Straight
5803,Open,Left,Focus,Center,Straight Front Ahead,Straight
5804,Open,Left,Focus,Center,Straight Front Ahead,Straight
5805,Open,Left,Focus,Center,Straight Front Ahead,Straight
5806,Open,Left,Focus,Center,Straight Front Ahead,Straight
5807,Open,Left,Focus,Center,Straight Front Ahead,Straight
5808,Open,Left,Focus,Center,Straight Front Ahead,Straight
5809,Open,Left,Focus,Center,Straight Front Ahead,Straight
5810,Open,Center,Focus,Center,Straight Front Ahead,Straight
5811,Closed,Center,Distracted,Center,Front Tilt,Straight
5812,Closed,Center,Distracted,Center,Front Tilt,Straight
5813,Closed,Center,Distracted,Center,Front Tilt,Straight
5814,Open,Center,Focus,Center,Straight Front Ahead,Straight
5815,Open,Center,Focus,Center,Straight Front Ahead,Straight
5816,Open,Center,Focus,Center,Straight Front Ahead,Straight
5817,Open,Center,Focus,Center,Straight Front Ahead,Straight
5818,Open,Center,Focus,Center,Straight Front Ahead,Straight
5819,Open,Center,Focus,Center,Straight Front Ahead,Straight
5820,Open,Center,Focus,Center,Straight Front Ahead,Straight
5821,Open,Center,Focus,Center,Straight Front Ahead,Straight
5822,Open,Center,Focus,Center,Straight Front Ahead,Straight
5823,Open,Center,Focus,Center,Straight Front Ahead,Straight
5824,Open,Center,Focus,Center,Straight Front Ahead,Straight
5825,Open,Center,Focus,Center,Straight Front Ahead,Straight
5826,Open,Center,Focus,Center,Straight Front Ahead,Straight
5827,Open,Center,Focus,Center,Straight Front Ahead,Straight
5828,Open,Center,Focus,Center,Straight Front Ahead,Straight
5829,Open,Center,Focus,Center,Straight Front Ahead,Straight
5830,Open,Center,Focus,Center,Straight Front Ahead,Straight
5831,Open,Center,Focus,Center,Straight Front Ahead,Straight
5832,Open,Center,Focus,Center,Straight Front Ahead,Straight
5833,Open,Center,Focus,Center,Straight Front Ahead,Straight
5834,Open,Center,Focus,Center,Straight Front Ahead,Straight
5835,Open,Center,Focus,Center,Straight Front Ahead,Straight
5836,Open,Center,Focus,Center,Straight Front Ahead,Straight
5837,Open,Center,Focus,Center,Straight Front Ahead,Straight
5838,Open,Center,Focus,Center,Straight Front Ahead,Straight
5839,Open,Center,Focus,Center,Straight Front Ahead,Straight
5840,Open,Center,Focus,Center,Straight Front Ahead,Straight
5841,Open,Center,Focus,Center,Straight Front Ahead,Straight
5842,Open,Center,Focus,Center,Straight Front Ahead,Straight
5843,Open,Center,Focus,Center,Straight Front Ahead,Straight
5844,Open,Center,Focus,Center,Straight Front Ahead,Straight
5845,Open,Center,Focus,Center,Straight Front Ahead,Straight
5846,Open,Center,Focus,Center,Straight Front Ahead,Straight
5847,Open,Center,Focus,Center,Straight Front Ahead,Straight
5848,Open,Center,Focus,Center,Straight Front Ahead,Straight
5849,Open,Center,Focus,Center,Straight Front Ahead,Straight
